item_name,item_id,item_category_id,item_name_en
"1С:Образовательная коллекция. Полезные уроки. Русский язык за 10 минут в день. 6 класс [PC, Цифровая",633,78,"1C: Education collection. Useful lessons. Russian language for 10 minutes a day. Grade 6 [PC, Digital"
1С:Образовательная коллекция. Полезные уроки. Русский язык за 10 минут в день. 7 класс (Jewel),634,77,1C: Education collection. Useful lessons. Russian language for 10 minutes a day. Grade 7 (Jewel)
1С:Образовательная коллекция. Полезные уроки. Химия за 10 минут в день. 8 класс (Jewel),635,77,1C: Education collection. Useful lessons. Chemistry for 10 minutes a day. Grade 8 (Jewel)
1С:Образовательная коллекция. Полезные уроки. Химия за 10 минут в день. 9 класс (Jewel),636,77,1C: Education collection. Useful lessons. Chemistry for 10 minutes a day. Grade 9 (Jewel)
1С:Образовательная коллекция. Профессор Хиггинс. Английский без акцента! Версия 6.0,637,77,1C: Education collection. Professor Higgins. English without accent! version 6.0
1С:Образовательная коллекция. Профессор Хиггинс. Английский без акцента! Версия 6.5 (Jewel),638,77,1C: Education collection. Professor Higgins. English without accent! Version 6.5 (Jewel)
1С:Образовательная коллекция. Профессор Хиггинс. Немецкий без акцента! Версия 6.5 (Jewel),639,77,1C: Education collection. Professor Higgins. German without an accent! Version 6.5 (Jewel)
1С:Образовательная коллекция. Профессор Хиггинс. Русский без акцента! Версия 6.5 (Jewel),640,77,1C: Education collection. Professor Higgins. Russian without an accent! Version 6.5 (Jewel)
"1С:Образовательная коллекция. Развивающие игры. Логика. Внимание. Память. 3 года [PC, Цифровая верси",641,78,"1C: Education collection. Educational games. Logics. Attention. Memory. 3 years [PC, digital version"
1С:Образовательная коллекция. Развивающие игры. Логика. Внимание. Память. 4 года (Jewel),642,77,1C: Education collection. Educational games. Logics. Attention. Memory. 4 years (Jewel)
"1С:Образовательная коллекция. Развивающие игры. Логика. Внимание. Память. 4 года [PC, Цифровая верси",643,78,"1C: Education collection. Educational games. Logics. Attention. Memory. 4 years [PC, digital version"
"1С:Образовательная коллекция. Развивающие игры. Логика. Внимание. Память. 5 лет [PC, Цифровая версия",644,78,"1C: Education collection. Educational games. Logics. Attention. Memory. 5 years [PC, digital version"
1С:Образовательная коллекция. Россия. Викторина для всей семьи (Jewel),645,77,1C: Education collection. Russia. Quiz for the whole family (Jewel)
1С:Образовательная коллекция. Русский язык для малышей (Jewel),646,77,1C: Education collection. Russian language for children (Jewel)
1С:Образовательная коллекция. Скоро в школу! Веселая информатика для малышей (Jewel),647,77,1C: Education collection. Back to School! Cheerful Computer Science for Kids (Jewel)
1С:Образовательная коллекция. Скоро в школу! Тренируем память (Jewel),648,77,1C: Education collection. Back to School! Practicing memory (Jewel)
"1С:Образовательная коллекция. Скоро в школу! Тренируем память [PC, Цифровая версия]",649,78,"1C: Education collection. Back to School! Practicing memory [PC, Digital Version]"
"1С:Образовательная коллекция. Скоро в школу! Учимся считать [PC, Цифровая версия]",650,78,"1C: Education collection. Back to School! Learning to count [PC, Digital Version]"
1С:Образовательная коллекция. Скоро в школу! Учимся читать (Jewel),651,77,1C: Education collection. Back to School! Learning to read (Jewel)
"1С:Образовательная коллекция. Скоро в школу! Учимся читать [PC, Цифровая версия]",652,78,"1C: Education collection. Back to School! Learning to read [PC, Digital Version]"
"1С:Образовательная коллекция. Скоро в школу. Веселая информатика для малышей  [PC, Цифровая версия]",653,78,"1C: Education collection. Soon the school. Cheerful Computer Science for Kids [PC, Digital Version]"
1С:Образовательная коллекция. Скоро в школу. Тренируем сообразительность (Jewel),654,77,1C: Education collection. Soon the school. Practicing uptake (Jewel)
"1С:Образовательная коллекция. Скоро в школу. Тренируем сообразительность [PC, Цифровая версия]",655,78,"1C: Education collection. Soon the school. Practicing uptake [PC, Digital Version]"
"1С:Образовательная коллекция. Скоро в школу. Учимся быть внимательными [PC, Цифровая версия]",656,78,"1C: Education collection. Soon the school. Learning to be attentive [PC, Digital Version]"
"1С:Образовательная коллекция. Тренажер по русскому языку, 1-4 кл. (Jewel)",657,77,"1C: Education collection. The simulator according to Russian language, 1-4 Cl. (Jewel)"
"1С:Образовательная коллекция. Тренажёр по русскому языку, 1–4 кл. [PC, Цифровая версия]",658,78,"1C: Education collection. Fitness machine according to Russian language, 1-4 Cl. [PC, Digital Version]"
1С:Образовательная коллекция. Умные игры. Развитие логики и воображения (Jewel),659,77,1C: Education collection. Clever game. The development of logic and imagination (Jewel)
1С:Образовательная коллекция. Умные игры. Развитие фантазии и сообразительности (Jewel),660,77,1C: Education collection. Clever game. The development of imagination and ingenuity (Jewel)
"1С:Образовательная коллекция. Уроки математики. Проверка знаний (4 класс) [PC, Цифровая версия]",661,78,"1C: Education collection. Math lessons. Test your knowledge (Grade 4) [PC, Digital Version]"
1С:Образовательная коллекция. Уроки математики: домашний тренажер (Jewel),662,77,1C: Education collection. Math lessons: home trainer (Jewel)
"1С:Образовательная коллекция. Уроки математики: домашний тренажёр [PC, Цифровая версия]",663,78,"1C: Education collection. Math lessons: home fitness machine [PC, Digital Version]"
"1С:Образовательная коллекция. Уроки русского языка. Проверка знаний (4 класс) [PC, Цифровая версия]",664,78,"1С:Образовательная коллекция. Уроки русского языка. Проверка знаний (4 класс) [PC, Цифровая версия]"
1С:Образовательная коллекция. Устный счет (Jewel),665,77,1C: Education collection. Oral account (Jewel)
"1С:Образовательная коллекция. Устный счет [PC, Цифровая версия]",666,78,"1C: Education collection. Mental calculation [PC, Digital Version]"
"1С:Образовательная коллекция. Учимся решать задачи на движение [PC, Цифровая версия]",667,78,"1C: Education collection. Learning to solve problems in the movement [PC, Digital Version]"
1С:Образовательная коллекция. Школа грамоты. Грамматика для больших и маленьких (Jewel),668,77,1C: Education collection. School diplomas. Grammar for big and small (Jewel)
"1С:Образовательная коллекция. Школа грамоты. Грамматика для больших и маленьких [PC, Цифровая версия",669,78,"1C: Education collection. School diplomas. Grammar for big and small [PC, digital version"
"1С:Образовательная коллекция. Экономика для детей [PC, Цифровая версия]",670,78,"1C: Education collection. Economics for children [PC, Digital Version]"
"1С:Образовательная коллекция. Я знаю таблицу умножения! Интерактивный тренажёр [PC, Цифровая версия]",671,78,"1C: Education collection. I know the multiplication table! Interactive simulator [PC, Digital Version]"
"1С:Образовательная коллекция. Я изучаю дроби! Интерактивный тренажёр [PC, Цифровая версия]",672,78,"1C: Education collection. I learn fractions! Interactive simulator [PC, Digital Version]"
"1С:Образовательная коллекция. Я легко считаю в уме!  АКЦИЯ! [PC, Цифровая версия]",673,78,"1C: Education collection. I can easily believe in the mind! STOCK! [PC, Digital Version]"
1С:Образовательная коллекция. Я легко считаю в уме! (Jewel),674,77,1C: Education collection. I can easily believe in the mind! (Jewel)
"1С:Образовательная коллекция. Я пишу без ошибок! (5–9 классы) [PC, Цифровая версия]",675,78,"1C: Education collection. I write without mistakes! (Grades 5-9) [PC, Digital Version]"
"1С:Образовательная коллекция. Я пишу грамотно! Интерактивный тренажёр [PC, Цифровая версия]",676,78,"1C: Education collection. I write properly! Interactive simulator [PC, Digital Version]"
1С:Образовательная коллекция. Я считаю лучше всех! (Jewel),677,77,1C: Education collection. I think the best! (Jewel)
"1С:Образовательная коллекция. Я считаю лучше всех! [PC, Цифровая версия]",678,78,"1C: Education collection. I think the best! [PC, Digital Version]"
"1С:Образовательная коллекция. Я умею возводить в степень! Интерактивный тренажёр [PC, Цифровая верси",679,78,"1C: Education collection. I know how to build a power! Interactive simulator [PC, digital version"
"1С:Образовательная коллекция. Я умею решать уравнения! Интерактивный тренажёр [PC, Цифровая версия]",680,78,"1C: Education collection. I know how to solve equations! Interactive simulator [PC, Digital Version]"
"1С:Образовательная коллекция. Я умею строить графики! Интерактивный тренажёр [PC, Цифровая версия]",681,78,"1C: Education collection. I know how to plot! Interactive simulator [PC, Digital Version]"
"1С:Образовательная коллекция. Я учусь решать задачи (1–6 классы) [PC, Цифровая версия]",682,78,"1C: Education collection. I am learning to solve problems (grades 1-6) [PC, Digital Version]"
1С:Образовательная коллекция. Я учусь решать примеры (1-6 классы) (Jewel),683,77,1C: Education collection. I am learning to solve the examples (grades 1-6) (Jewel)
"1С:Образовательная коллекция. Я учусь решать примеры (1–6 классы) [PC, Цифровая версия]",684,78,"1С:Образовательная коллекция. Я учусь решать примеры (1–6 классы) [PC, Цифровая версия]"
1С:Образовательная коллекция.Английский язык? Запросто! Пополняем словарный запас (Jewel),685,77,1C: Educational kollektsiya.Angliysky language? Easily! Vocabulary (Jewel)
1С:Отчетность предпринимателя 8,686,73,1С:Отчетность предпринимателя 8
1С:Платежные документы 8,687,73,1C: Payment documents 8
"1С:Познавательная коллекция Интерактивный тренажер вождения по городу. С правилами ПДД 2014 [PC, Цифровая версия]",688,78,"1С:Познавательная коллекция Интерактивный тренажер вождения по городу. С правилами ПДД 2014 [PC, Цифровая версия]"
"1С:Познавательная коллекция.  Я учусь! Развивающие головоломки [PC, Цифровая версия]",689,78,"1C: Cognitive collection. I study! Educational puzzle [PC, Digital Version]"
1С:Познавательная коллекция. English. Практическая грамматика. Уровень Intermediate (Jewel),690,77,1C: Cognitive collection. English. Practical Grammar. Level Intermediate (Jewel)
"1С:Познавательная коллекция. Азбука жестов [PC, Цифровая версия]",691,78,"1C: Cognitive collection. Alphabet sign [PC, Digital Version]"
"1С:Познавательная коллекция. Будь лидером! Технология успеха [PC, Цифровая версия]",692,78,"1С:Познавательная коллекция. Будь лидером! Технология успеха [PC, Цифровая версия]"
"1С:Познавательная коллекция. Гимнастика для пальчиков [PC, Цифровая версия]",693,78,"1C: Cognitive collection. Gymnastics for fingers [PC, Digital Version]"
"1С:Познавательная коллекция. Играем вместе! (Лучшие игры для родителей с детьми) [PC, Цифровая верси",694,78,"1C: Cognitive collection. Play together! (Best games for parents with children) [PC, digital version"
1С:Познавательная коллекция. Играем и учимся. Моя первая математика (Jewel),695,77,1C: Cognitive collection. We play and learn. My first math (Jewel)
1С:Познавательная коллекция. Играем и учимся. Путешествие по Москве (Jewel),696,77,1C: Cognitive collection. We play and learn. Travel Moscow (Jewel)
1С:Познавательная коллекция. Играем и учимся. Развиваем воображение (Jewel),697,77,1C: Cognitive collection. We play and learn. Develop imagination (Jewel)
1С:Познавательная коллекция. Интерактивный Тренажер вождения по городу. С Правилами дорожного движен,698,78,1C: Cognitive collection. Interactive driving simulator in the city. With the rules of the road are moving
1С:Познавательная коллекция. Интерактивный тренажер вождения по городу.С правилами ПДД 2012(DVD-box),699,77,1С:Познавательная коллекция. Интерактивный тренажер вождения по городу.С правилами ПДД 2012(DVD-box)
1С:Познавательная коллекция. Интерактивный тренажер вождения по городу.С правилами ПДД 2013(DVD-box),700,77,1C: Cognitive collection. Interactive driving simulator for gorodu.S SDA rules 2013 (DVD-box)
1С:Познавательная коллекция. Интерактивный тренажер вождения по городу.С правилами ПДД 2014(DVD-box),701,77,1С:Познавательная коллекция. Интерактивный тренажер вождения по городу.С правилами ПДД 2014(DVD-box)
"1С:Познавательная коллекция. Искусство современной Москвы. Галереи, музеи, художники (Jewel)",702,77,"1C: Cognitive collection. The art of modern Moscow. Galleries, museums, artists (Jewel)"
1С:Познавательная коллекция. Ишимова А.О. История России в рассказах для детей (Jewel),703,77,1C: Cognitive collection. Ishimova SA Russia's history in stories for children (Jewel)
"1С:Познавательная коллекция. Как найти работу. Энциклопедия [PC, Цифровая версия]",704,78,"1C: Cognitive collection. How to find a job. Encyclopedia [PC, Digital Version]"
1С:Познавательная коллекция. Кремль. Виртуальная экскурсия (Digipack),705,77,1С:Познавательная коллекция. Кремль. Виртуальная экскурсия (Digipack)
1С:Познавательная коллекция. Легко учиться. Игры и упражнения для подготовки к школе (Jewel),706,77,1C: Cognitive collection. Easy to learn. Games and exercises to prepare for school (Jewel)
"1С:Познавательная коллекция. Легко учиться. Игры и упражнения для подготовки к школе [PC, Цифровая в",707,78,"1С:Познавательная коллекция. Легко учиться. Игры и упражнения для подготовки к школе [PC, Цифровая в"
1С:Познавательная коллекция. Логопедия для малышей. Сонорные звуки (Jewel),708,77,1С:Познавательная коллекция. Логопедия для малышей. Сонорные звуки (Jewel)
"1С:Познавательная коллекция. Лучшие музеи. Лувр [PC, Цифровая версия]",709,78,"1С:Познавательная коллекция. Лучшие музеи. Лувр [PC, Цифровая версия]"
1С:Познавательная коллекция. Лучшие музеи. Русский музей (Jewel),710,77,1C: Cognitive collection. The best museums. Russian Museum (Jewel)
"1С:Познавательная коллекция. Лучшие музеи. Русский музей [PC, Цифровая версия]",711,78,"1C: Cognitive collection. The best museums. Russian museum [PC, Digital Version]"
1С:Познавательная коллекция. Монтессори. Развиваем внимание и творческое мышление (Jewel),712,77,1C: Cognitive collection. Montessori. Develop attention and creative thinking (Jewel)
"1С:Познавательная коллекция. Монтессори. Развиваем речь, воображение и моторику [PC, Цифровая версия",713,78,"1C: Cognitive collection. Montessori. We develop speech, imagination and motility [PC, digital version"
"1С:Познавательная коллекция. Наш мозг. Как он устроен? [PC, Цифровая версия]",714,78,"1C: Cognitive collection. Our brain. How it works? [PC, Digital Version]"
1С:Познавательная коллекция. ПДД 2012. Теория и практика (Jewel),715,77,1C: Cognitive collection. SDA 2012. Theory and Practice (Jewel)
1С:Познавательная коллекция. ПДД 2013. Теория и практика (Jewel),716,77,1C: Cognitive collection. SDA 2013. Theory and Practice (Jewel)
1С:Познавательная коллекция. ПДД 2014. Теория и практика (Jewel),717,77,1С:Познавательная коллекция. ПДД 2014. Теория и практика (Jewel)
"1С:Познавательная коллекция. ПДД 2014. Теория и практика [PC, Цифровая версия]",718,78,"1C: Cognitive collection. SDA 2014. Theory and Practice [PC, Digital Version]"
1С:Познавательная коллекция. ПДД 2015. Теория и практика (Jewel),719,77,1С:Познавательная коллекция. ПДД 2015. Теория и практика (Jewel)
1С:Познавательная коллекция. Первая медицинская помощь (Jewel),720,77,1C: Cognitive collection. First Aid (Jewel)
1С:Познавательная коллекция. Поиграем в сказку! А.С. Пушкин «Сказка о попе и работнике его Балде» [P,721,78,"1C: Cognitive collection. Let's play a fairy tale! AS Pushkin ""The Tale of the Priest and of His Workman Balda» [P"
"1С:Познавательная коллекция. Поиграем в сказку! А.С. Пушкин «Сказка о рыбаке и рыбке» [PC, Цифровая",722,78,"1C: Cognitive collection. Let's play a fairy tale! AS Pushkin ""The Tale of the Fisherman and the Fish» [PC, Digital"
"1С:Познавательная коллекция. Поиграем в сказку! А.С. Пушкин «Сказка о царе Салтане» [PC, Цифровая ве",723,78,"1C: Cognitive collection. Let's play a fairy tale! AS Pushkin ""The Tale of Tsar Saltan» [PC, Digital Island"
1С:Познавательная коллекция. Почемучка. 300 самых интересных ответов на самые сложные вопросы. Живоп,724,78,1C: Cognitive collection. Howcast. 300 most interesting answers to the most difficult questions. painting
1С:Познавательная коллекция. Почемучка. 300 самых интересных ответов на самые сложные вопросы. Исто,725,78,1C: Cognitive collection. Howcast. 300 most interesting answers to the most difficult questions. Isto
1С:Познавательная коллекция. Почемучка. 300 самых интересных ответов на самые сложные вопросы. Космо,726,78,1C: Cognitive collection. Howcast. 300 most interesting answers to the most difficult questions. Cosmo
1С:Познавательная коллекция. Почемучка. 300 самых интересных ответов на самые сложные вопросы. Лучши,727,78,1С:Познавательная коллекция. Почемучка. 300 самых интересных ответов на самые сложные вопросы. Лучши
1С:Познавательная коллекция. Почемучка. 300 самых интересных ответов на самые сложные вопросы. Наша,728,78,1C: Cognitive collection. Howcast. 300 most interesting answers to the most difficult questions. Our
1С:Познавательная коллекция. Почемучка. 300 самых интересных ответов. История (Digipack),729,77,1C: Cognitive collection. Howcast. 300 of the most interesting answers. History (Digipack)
1С:Познавательная коллекция. Почемучка. Астрономия (Digipack),730,77,1C: Cognitive collection. Howcast. Astronomy (Digipack)
"1С:Познавательная коллекция. Почемучка. Астрономия [PC, Цифровая версия]",731,78,"1C: Cognitive collection. Howcast. Astronomy [PC, Digital Version]"
1С:Познавательная коллекция. Почемучка. Атлас мира (Digipack),732,77,1C: Cognitive collection. Howcast. Atlas of the World (Digipack)
"1С:Познавательная коллекция. Почемучка. Великие изобретения [PC, Цифровая версия]",733,78,"1C: Cognitive collection. Howcast. Great inventions [PC, Digital Version]"
1С:Познавательная коллекция. Почемучка. Все о море. (Digipack),734,77,1C: Cognitive collection. Howcast. All of the sea. (Digipack)
"1С:Познавательная коллекция. Почемучка. Выбираем профессию [PC, Цифровая версия]",735,78,"1C: Cognitive collection. Howcast. Choosing a profession [PC, Digital Version]"
1С:Познавательная коллекция. Почемучка. География (Digipack),736,77,1С:Познавательная коллекция. Почемучка. География (Digipack)
1С:Познавательная коллекция. Почемучка. Гладиаторы (Digipack),737,77,1C: Cognitive collection. Howcast. Gladiators (Digipack)
1С:Познавательная коллекция. Почемучка. Древняя Русь.(Digipack),738,77,1C: Cognitive collection. Howcast. Ancient Rus. (Digipack)
1С:Познавательная коллекция. Почемучка. Искусство России (Digipack),739,77,1С:Познавательная коллекция. Почемучка. Искусство России (Digipack)
1С:Познавательная коллекция. Почемучка. История географических открытий (Digipack),740,77,1C: Cognitive collection. Howcast. The history of geographical discoveries (Digipack)
1С:Познавательная коллекция. Почемучка. Камни и минералы (Digipack),741,77,1С:Познавательная коллекция. Почемучка. Камни и минералы (Digipack)
"1С:Познавательная коллекция. Почемучка. Камни и минералы [PC, Цифровая версия]",742,78,"1C: Cognitive collection. Howcast. Rocks and Minerals [PC, Digital Version]"
"1С:Познавательная коллекция. Почемучка. Лошади [PC, Цифровая версия]",743,78,"1C: Cognitive collection. Howcast. Horses [PC, Digital Version]"
1С:Познавательная коллекция. Почемучка. Мировая живопись (Digipack),744,77,1C: Cognitive collection. Howcast. World art (Digipack)
"1С:Познавательная коллекция. Почемучка. Мировая живопись [PC, Цифровая версия]",745,78,"1С:Познавательная коллекция. Почемучка. Мировая живопись [PC, Цифровая версия]"
1С:Познавательная коллекция. Почемучка. Мировая классическая музыка (Digipack),746,77,1C: Cognitive collection. Howcast. World Classical Music (Digipack)
1С:Познавательная коллекция. Почемучка. Мировая художественная культура (Digipack),747,77,1C: Cognitive collection. Howcast. World Art (Digipack)
"1С:Познавательная коллекция. Почемучка. Мировая художественная культура [PC, Цифровая версия]",748,78,"1C: Cognitive collection. Howcast. World Art [PC, Digital Version]"
1С:Познавательная коллекция. Почемучка. Растительный мир (Digipack),749,77,1C: Cognitive collection. Howcast. The flora (Digipack)
1С:Познавательная коллекция. Почемучка. Самые опасные животные Земли (Digipack),750,77,1С:Познавательная коллекция. Почемучка. Самые опасные животные Земли (Digipack)
"1С:Познавательная коллекция. Почемучка. Самые опасные животные Земли [PC, Цифровая версия]",751,78,"1C: Cognitive collection. Howcast. The most dangerous animal of the earth [PC, Digital Version]"
"1С:Познавательная коллекция. Почемучка. Тайны, загадки, секреты планеты Земля [PC, Цифровая версия]",752,78,"1С:Познавательная коллекция. Почемучка. Тайны, загадки, секреты планеты Земля [PC, Цифровая версия]"
"1С:Познавательная коллекция. Почемучка. Чудеса света  АКЦИЯ! [PC, Цифровая версия]",753,78,"1С:Познавательная коллекция. Почемучка. Чудеса света  АКЦИЯ! [PC, Цифровая версия]"
"1С:Познавательная коллекция. Практическая психология. Помоги себе сам [PC, Цифровая версия]",754,78,"1C: Cognitive collection. Practical psychology. Help yourself [PC, Digital Version]"
"1С:Познавательная коллекция. Практический курс. Деловой английский [PC, Цифровая версия]",755,78,"1С:Познавательная коллекция. Практический курс. Деловой английский [PC, Цифровая версия]"
"1С:Познавательная коллекция. Практический курс. Разговорный английский [PC, Цифровая версия]",756,78,"1C: Cognitive collection. Practical Course. Spoken English [PC, Digital Version]"
"1С:Познавательная коллекция. Практический курс. Телефонные переговоры (английский язык) [PC, Цифрова",757,78,"1C: Cognitive collection. Practical Course. Telephone conversations (English) [PC, A digital"
1С:Познавательная коллекция. Проектируем дачный участок своими руками (Digipack),758,77,1C: Cognitive collection. Design suburban area with their hands (Digipack)
1С:Познавательная коллекция. Развитие интуиции. Игры и упражнения для детей (Jewel),759,77,1С:Познавательная коллекция. Развитие интуиции. Игры и упражнения для детей (Jewel)
"1С:Познавательная коллекция. Ремонт без лишних затрат  АКЦИЯ! [PC, Цифровая версия]",760,78,"1C: Cognitive collection. Repair inexpensively ACTION! [PC, Digital Version]"
1С:Познавательная коллекция. Ремонт квартиры. Практическое пособие (Digipack),761,77,1C: Cognitive collection. Renovated apartment. A Practical Guide (Digipack)
1С:Познавательная коллекция. Сад и огород. Энциклопедия (Digipack),762,77,1C: Cognitive collection. Garden. Encyclopedia (Digipack)
"1С:Познавательная коллекция. Секреты красоты и долголетия. Полный курс аюрведы [PC, Цифровая версия]",763,78,"1С:Познавательная коллекция. Секреты красоты и долголетия. Полный курс аюрведы [PC, Цифровая версия]"
"1С:Познавательная коллекция. Собираем пазлы. Азбука и счёт АКЦИЯ! [PC, Цифровая версия]",764,78,"1C: Cognitive collection. Collect puzzle. Alphabet and expense ACTION! [PC, Digital Version]"
"1С:Познавательная коллекция. Собираем пазлы. Животные [PC, Цифровая версия]",765,78,"1С:Познавательная коллекция. Собираем пазлы. Животные [PC, Цифровая версия]"
"1С:Познавательная коллекция. Собираем пазлы. Мир вокруг [PC, Цифровая версия]",766,78,"1C: Cognitive collection. Collect puzzle. The world around [PC, Digital Version]"
"1С:Познавательная коллекция. Собираем пазлы. Техника [PC, Цифровая версия]",767,78,"1С:Познавательная коллекция. Собираем пазлы. Техника [PC, Цифровая версия]"
"1С:Познавательная коллекция. Собираем пазлы. Я и моя семья [PC, Цифровая версия]",768,78,"1С:Познавательная коллекция. Собираем пазлы. Я и моя семья [PC, Цифровая версия]"
"1С:Познавательная коллекция. Тайм-менеджмент  АКЦИЯ! [PC, Цифровая версия]",769,78,"1C: Cognitive collection. Time Management ACTION! [PC, Digital Version]"
"1С:Познавательная коллекция. Умные игры. Развитие логики и воображения [PC, Цифровая версия]",770,78,"1С:Познавательная коллекция. Умные игры. Развитие логики и воображения [PC, Цифровая версия]"
1С:Познавательная коллекция. Умные игры. Развитие памяти и внимания (Jewel),771,77,1C: Cognitive collection. Clever game. The development of memory and attention (Jewel)
"1С:Познавательная коллекция. Умные игры. Развитие памяти и внимания [PC, Цифровая версия]",772,78,"1C: Cognitive collection. Clever game. The development of memory and attention [PC, Digital Version]"
"1С:Познавательная коллекция. Умные игры. Развитие фантазии и сообразительности [PC, Цифровая версия]",773,78,"1C: Cognitive collection. Clever game. Development of imagination and ingenuity [PC, Digital Version]"
"1С:Познавательная коллекция. Умный дом. Энциклопедия [PC, Цифровая версия]",774,78,"1С:Познавательная коллекция. Умный дом. Энциклопедия [PC, Цифровая версия]"
"1С:Познавательная коллекция. Человек. Как мы устроены? Занимательная анатомия [PC, Цифровая версия]",775,78,"1C: Cognitive collection. Human. How do we work? Entertaining anatomy [PC, Digital Version]"
"1С:Познавательная коллекция. Чудо-малыш 2,5+ [PC, Цифровая версия]",776,78,"1С:Познавательная коллекция. Чудо-малыш 2,5+ [PC, Цифровая версия]"
1С:Познавательная коллекция. Энциклопедия великих путешествий и путешественников (Jewel),777,77,1С:Познавательная коллекция. Энциклопедия великих путешествий и путешественников (Jewel)
"1С:Познавательная коллекция. Энциклопедия мифологии [PC, Цифровая версия]",778,78,"1С:Познавательная коллекция. Энциклопедия мифологии [PC, Цифровая версия]"
"1С:Познавательная коллекция. Энциклопедия танцев. Учимся танцевать [PC, Цифровая версия]",779,78,"1C: Cognitive collection. Dance Encyclopedia. Learn how to dance [PC, Digital Version]"
"1С:Познавательная коллекция. Я думаю! Развивающие головоломки  АКЦИЯ! [PC, Цифровая версия]",780,78,"1C: Cognitive collection. I think! Educational puzzle ACTION! [PC, Digital Version]"
"1С:Познавательная коллекция. Я играю! Развивающие головоломки [PC, Цифровая версия]",781,78,"1C: Cognitive collection. I play! Educational puzzle [PC, Digital Version]"
"1С:Познавательная коллекция. Я учусь рисовать! Игры и упражнения [PC, Цифровая версия]",782,78,"1С:Познавательная коллекция. Я учусь рисовать! Игры и упражнения [PC, Цифровая версия]"
1С:Познавательная коллекция. Я учусь! Развивающие головоломки (Jewel),783,77,1C: Cognitive collection. I study! Developing puzzle (Jewel)
"1С:Предпр.8. Конвертация данных: обмен данными между прикл.решениями. Бояркин В.,Филатов А. (+CD)",784,49,"1C: Predpr.8. Data conversion: the data exchange between prikl.resheniyami. Boyarkin V., Filatov (+ CD)"
1С:Предпр.8. Управление торг.операциями в вопросах и ответах. Изд. 5. Богачева Т.Г. (+CD). Ред. 11,785,49,1С:Предпр.8. Управление торг.операциями в вопросах и ответах. Изд. 5. Богачева Т.Г. (+CD). Ред. 11
1С:Предпр.8. Управление торг.операциями в вопросах и ответах. Изд. 6. Богачева Т.Г. (+CD). Ред.11,786,49,1С:Предпр.8. Управление торг.операциями в вопросах и ответах. Изд. 6. Богачева Т.Г. (+CD). Ред.11
1С:Предпр.8. Управление торг.операциями в вопросах и ответах. Изд. 7. Богачева Т.Г. (+CD). Ред.11,787,49,1C: Predpr.8. torg.operatsiyami Management in questions and answers. Ed. 7. Bogachyova TG (+ CD). Red.11
1С:Предпр.8. Управление торговыми операциями в вопросах и ответах. Изд.3. Богачева Т.Г. (+CD),788,49,1С:Предпр.8. Управление торговыми операциями в вопросах и ответах. Изд.3. Богачева Т.Г. (+CD)
"1С:Предпр.8. Учет в управляющих компаниях ЖКХ, ТСЖ и ЖСК. Базовая версия",789,73,"1C: Predpr.8. Accounting control in utilities companies, condominiums and HBC. The basic version"
"1С:Предпр.8.1.Простые примеры разработки. Габец,Гончаров (с прил.на CD-ROM)",790,49,"1С:Предпр.8.1.Простые примеры разработки. Габец,Гончаров (с прил.на CD-ROM)"
1С:Предпр.8.2.Версия для обучения программированию.,791,73,1C: Predpr.8.2.Versiya for teaching programming.
1С:Предпр.8.3.Версия для обучения программированию.,792,73,1С:Предпр.8.3.Версия для обучения программированию.
1С:Предпр.8.CRM Базовая версия,793,73,1С:Предпр.8.CRM Базовая версия
1С:Предприниматель 2015,794,73,1C: Entrepreneur 2015
1С:Предприниматель 8,795,73,1С:Предприниматель 8
1С:Предприниматель 8 + MS Office SBB,796,73,1C: Entrepreneur 8 + MS Office SBB
"1С:Предприятие 8. Управление торговыми операциями в вопросах и ответах"", 7 издание  [Цифровая версия]",797,54,"1C: Enterprise 8. Management of commercial operations in questions and answers "", 7 edition [Digital Version]"
"1С:Предприятие 8. Управление торговыми операциями в вопросах и ответах, 3 издание [Цифровая версия]",798,54,"1C: Enterprise 8. Management of commercial operations in questions and answers, 3rd Edition [Digital Version]"
1С:Предприятие 8.1. Практическое пособие разработчика [Цифровая версия],799,54,1С:Предприятие 8.1. Практическое пособие разработчика [Цифровая версия]
1С:Предприятие 8.1. Простые примеры разработки [Цифровая версия],800,54,1С:Предприятие 8.1. Простые примеры разработки [Цифровая версия]
1С:Предприятие 8.2. Коротко о главном [Цифровая версия],801,54,1С:Предприятие 8.2. Коротко о главном [Цифровая версия]
1С:Предприятие 8.2. Коротко о главном. Новые возможности версии 8.2. Радченко М.Г.(+CD),802,49,1C: Enterprise 8.2. The most important features. New features in version 8.2. Radchenko MG. (+ CD)
1С:Предприятие 8.2. Практическое пособие разработчика. Примеры и типовые приемы [Цифровая версия],803,54,1C: Enterprise 8.2. Practical Developer Guide. Examples of standard methods and [Digital Version]
"1С:Предприятие 8.2. Практическое пособие разработчика. Радченко М.Г., Хрусталева Е.Ю. (+CD)",804,49,"1С:Предприятие 8.2. Практическое пособие разработчика. Радченко М.Г., Хрусталева Е.Ю. (+CD)"
1С:Предприятие 8.3. Практическое пособие разработчика. Примеры и типовые приемы [Цифровая версия],805,54,1C: Enterprise 8.3. Practical Developer Guide. Examples of standard methods and [Digital Version]
